timestamp,target_flag,sensor_torque,sensor_rpm,act_target_torque,act_target_velocity,load_target_torque,load_target_velocity,act_torque,act_vel,act_pos,load_torque,load_vel,load_pos
21:46:03.911,0,-0.01,0,0,0,0,0,-1,-195,27785994,-28,-152,-7945317
21:46:03.916,0,-0.01,0,0,0,0,0,-5,-282,27785992,-9,313,-7945313
21:46:03.921,0,-0.01,0,0,0,0,0,-4,-151,27785994,23,316,-7945313
21:46:03.926,0,-0.01,0,0,0,0,0,15,384,27785998,-16,-200,-7945317
21:46:03.931,0,-0.01,0,0,0,0,0,-26,-141,27785994,-36,351,-7945313
21:46:03.936,0,-0.01,0,0,0,0,0,41,-328,27785992,20,-184,-7945317
21:46:03.941,0,-0.01,0,0,0,0,0,-15,-1401,27785984,18,-250,-7945317
21:46:03.946,0,-0.01,0,0,0,0,0,-3,-170,27785992,63,399,-7945310
21:46:03.951,0,-0.01,0,0,0,0,0,-2,-549,27785990,1,-1501,-7945325
21:46:03.956,0,-0.01,0,0,0,0,0,6,61,27785992,-91,-49,-7945317
21:46:03.961,0,-0.01,0,0,0,0,0,9,166,27785992,-19,397,-7945313
21:46:03.967,0,-0.01,0,0,0,0,0,11,276,27785992,23,-98,-7945317
21:46:03.972,0,-0.01,0,0,0,0,0,10,-9,27785990,19,-804,-7945320
21:46:03.977,0,-0.01,0,0,0,0,0,-27,-1266,27785980,3,212,-7945313
21:46:03.982,0,-0.01,0,0,0,0,0,-1,-1112,27785980,-1,-298,-7945317
21:46:03.987,0,0.0,0,0,0,0,0,0,947,27785992,-1,-248,-7945317
21:46:03.992,0,0.0,0,0,0,0,0,27,-1257,27785976,10,345,-7945313
21:46:03.997,0,0.0,0,0,0,0,0,-1,-1189,27785976,-34,-70,-7945317
21:46:04.002,0,0.0,0,0,0,0,0,-3,-420,27785980,17,-84,-7945317
21:46:04.007,0,0.0,0,0,0,0,0,4,772,27785986,-7,-489,-7945320
21:46:04.012,0,0.0,0,0,0,0,0,-11,-316,27785980,-14,171,-7945317
21:46:04.017,0,0.0,0,0,0,0,0,-3,1762,27785984,-8,646,-7945313
21:46:04.022,0,0.0,0,0,0,0,0,28,160,27785982,90,16,-7945317
21:46:04.027,0,0.0,0,0,0,0,0,-14,-508,27785974,-38,149,-7945317
21:46:04.032,0,0.0,0,0,0,0,0,-9,775,27785984,5,-81,-7945317
21:46:04.037,0,0.0,0,0,0,0,0,-15,1522,27785990,44,582,-7945313
21:46:04.043,0,0.0,0,0,0,0,0,-3,-300,27785976,12,595,-7945313
21:46:04.048,0,0.0,0,0,0,0,0,-20,-349,27785976,8,108,-7945317
21:46:04.053,0,0.0,0,0,0,0,0,-3,-968,27785974,-22,-527,-7945320
21:46:04.058,0,0.0,0,0,0,0,0,3,1649,27785990,23,-1679,-7945329
21:46:04.063,0,0.0,0,0,0,0,0,-3,910,27785984,17,-559,-7945322
21:46:04.068,0,0.0,0,0,0,0,0,-15,-974,27785972,-16,722,-7945313
21:46:04.073,0,0.0,0,0,0,0,0,-20,-765,27785974,-8,306,-7945317
21:46:04.078,0,0.0,0,0,0,0,0,17,-744,27785974,45,1046,-7945312
21:46:04.083,0,0.0,0,0,0,0,0,9,-782,27785974,-25,-1325,-7945329
21:46:04.088,0,0.0,0,0,0,0,0,2,-1477,27785970,-43,419,-7945317
21:46:04.093,0,0.0,0,0,0,0,0,-26,-272,27785974,-15,-1351,-7945329
21:46:04.098,0,0.0,0,0,0,0,0,16,435,27785980,3,-61,-7945322
21:46:04.103,0,0.0,0,0,0,0,0,-25,83,27785976,5,-931,-7945329
21:46:04.108,0,0.0,0,0,0,0,0,0,29,27785974,-15,1539,-7945313
21:46:04.113,0,0.0,0,0,0,0,0,-4,40,27785974,-16,-873,-7945329
21:46:04.118,0,0.0,0,0,0,0,0,17,-34,27785974,19,-1005,-7945329
21:46:04.124,0,0.0,0,0,0,0,0,5,-1661,27785966,25,-268,-7945324
21:46:04.129,0,0.0,0,0,0,0,0,3,171,27785974,-29,194,-7945322
21:46:04.134,0,0.0,0,0,0,0,0,12,388,27785976,0,-1592,-7945332
21:46:04.139,0,0.0,0,0,0,0,0,6,211,27785974,-12,200,-7945322
21:46:04.144,0,0.0,0,0,0,0,0,38,111,27785974,0,1361,-7945313
21:46:04.149,0,0.0,0,0,0,0,0,2,225,27785974,-19,-429,-7945325
21:46:04.154,0,0.0,0,0,0,0,0,11,252,27785974,-2,-239,-7945324
21:46:04.159,0,0.0,0,0,0,0,0,13,419,27785974,-4,910,-7945317
21:46:04.164,0,0.0,0,0,0,0,0,3,392,27785974,53,2195,-7945308
21:46:04.179,0,0.0,0,0,0,0,0,14,464,27785974,-21,239,-7945322
21:46:04.189,0,0.0,0,0,0,0,0,-8,473,27785974,7,-1041,-7945329
21:46:04.194,0,0.0,0,0,0,0,0,-8,18,27785974,15,-1416,-7945332
21:46:04.199,0,0.0,0,0,0,0,0,-21,-603,27785970,27,336,-7945320
21:46:04.204,0,0.01,0,0,0,0,0,25,518,27785974,85,942,-7945317
21:46:04.210,0,0.01,0,0,0,0,0,-8,190,27785974,-8,-1590,-7945333
21:46:04.215,0,0.01,0,0,0,0,0,7,-447,27785970,-23,1605,-7945312
21:46:04.220,0,0.01,0,0,0,0,0,5,-365,27785970,5,-286,-7945324
21:46:04.225,0,0.01,0,0,0,0,0,-2,-486,27785974,-19,-187,-7945324
21:46:04.230,0,0.01,0,0,0,0,0,-10,-1135,27785964,69,-960,-7945320
21:46:04.235,0,0.0,0,0,0,0,0,-2,272,27785974,-9,1560,-7945313
21:46:04.240,0,0.0,0,0,0,0,0,-17,-1448,27785962,-16,589,-7945320
21:46:04.245,0,0.01,0,0,0,0,0,-6,913,27785974,-14,1547,-7945313
21:46:04.250,0,0.01,0,0,0,0,0,13,1054,27785974,-51,453,-7945320
21:46:04.255,0,0.01,0,0,0,0,0,-28,-133,27785966,-2,-403,-7945325
21:46:04.260,0,0.01,0,0,0,0,0,-2,-1104,27785962,23,822,-7945317
21:46:04.265,0,0.01,0,0,0,0,0,17,-348,27785966,9,-1017,-7945329
21:46:04.270,0,0.01,0,0,0,0,0,5,-869,27785962,-24,441,-7945322
21:46:04.275,0,0.01,0,0,0,0,0,-26,-974,27785958,53,1342,-7945317
21:46:04.280,0,0.01,0,0,0,0,0,-7,1194,27785974,23,1243,-7945317
21:46:04.286,0,0.01,0,0,0,0,0,2,-180,27785964,-58,-699,-7945329
21:46:04.291,0,0.01,0,0,0,0,0,0,1179,27785974,-14,-212,-7945317
21:46:04.296,0,0.01,0,0,0,0,0,-1,-204,27785964,15,-253,-7945325
21:46:04.301,0,0.01,0,0,0,0,0,-23,-620,27785962,-25,-722,-7945329
21:46:04.306,0,0.01,0,0,0,0,0,-10,-613,27785962,14,442,-7945320
21:46:04.311,0,0.01,0,0,0,0,0,3,668,27785970,45,-863,-7945329
21:46:04.316,0,0.01,0,0,0,0,0,-6,-611,27785962,19,1045,-7945317
21:46:04.321,0,0.01,0,0,0,0,0,-24,-463,27785962,25,231,-7945322
21:46:04.326,0,0.01,0,0,0,0,0,-14,-7,27785964,-7,-365,-7945325
21:46:04.331,0,0.01,0,0,0,0,0,-3,-402,27785962,188,1000,-7945317
21:46:04.336,0,0.01,0,0,0,0,0,-7,-428,27785958,102,973,-7945317
21:46:04.341,0,0.01,0,0,0,0,0,1,-121,27785962,20,1227,-7945317
21:46:04.346,0,0.01,0,0,0,0,0,-14,-48,27785962,-9,353,-7945322
21:46:04.351,0,0.01,0,0,0,0,0,1,-234,27785958,117,1585,-7945313
21:46:04.357,0,0.01,0,0,0,0,0,14,-96,27785962,36,-241,-7945324
21:46:04.362,0,0.01,0,0,0,0,0,8,-310,27785958,-44,-326,-7945325
21:46:04.367,0,0.01,0,0,0,0,0,5,855,27785962,46,-56,-7945324
21:46:04.372,0,0.01,0,0,0,0,0,-6,-812,27785956,3,-235,-7945325
21:46:04.377,0,0.01,0,0,0,0,0,12,-145,27785962,3,309,-7945322
21:46:04.382,0,0.01,0,0,0,0,0,-5,-941,27785956,-7,-69,-7945324
21:46:04.387,0,0.01,0,0,0,0,0,-9,-239,27785958,23,-1202,-7945332
21:46:04.392,0,0.01,0,0,0,0,0,-7,1672,27785972,-16,1320,-7945317
21:46:04.397,0,0.01,0,0,0,0,0,-4,-1466,27785952,24,-650,-7945329
21:46:04.402,0,0.01,0,0,0,0,0,21,-142,27785958,27,-1136,-7945332
21:46:04.407,0,0.01,0,0,0,0,0,-6,-142,27785958,41,-670,-7945329
21:46:04.412,0,0.01,0,0,0,0,0,-7,-77,27785958,-5,-605,-7945329
21:46:04.417,0,0.01,0,0,0,0,0,-8,-49,27785958,-62,1582,-7945313
21:46:04.422,0,0.01,0,0,0,0,0,-26,42,27785962,50,1152,-7945329
21:46:04.427,0,0.01,0,0,0,0,0,6,52,27785962,19,-1540,-7945332
21:46:04.433,0,0.01,0,0,0,0,0,-22,99,27785962,-7,-726,-7945329
21:46:04.438,0,0.01,0,0,0,0,0,22,116,27785962,-17,977,-7945317
21:46:04.443,0,0.01,0,0,0,0,0,11,37,27785958,9,-712,-7945329
21:46:04.448,0,0.01,0,0,0,0,0,17,14,27785958,-35,-1256,-7945332
21:46:04.453,0,0.01,0,0,0,0,0,-1,1900,27785972,14,-1285,-7945332
21:46:04.458,0,0.01,0,0,0,0,0,9,-633,27785956,87,-118,-7945324
